Database ID (database_id),CARRIERS ID (carriers_id),DNA Failed QC (caqc_fail),Sequencing Protocol (sub_seq_protocol),DNA Buffer (cast_buffer),Plate Barcode (cast_plate_barcode),Plate Location in Couch Lab (cast_plate_lab_location),Plate Coordinate (sub_plate_coordinate),Plate Volume (uL) (sub_plate_vol),Plate Concentration (ng/uL) (sub_plate_conc),Quibit Result (ng/uL) (caqc_qubit),Was stock sample modified (caqc_mod),Date Working Plate Created (cawk_plate_date),Working Plate Barcode (cawk_plate_barcode),Working Plate Coordinate (cawk_plate_coordinate),Working Plate Volume Water Added (uL) (cawk_plate_vol_water),Working Plate Volume Sample Added (uL) (cawk_plate_vol_stock),Working Plate Total Volume (uL) (cawk_plate_vol),Working Plate Final Concentration (ng/uL) (cawk_plate_conc),Working Plate Location in Couch Lab (cawk_plate_lab_location),Working Plate Complete (cawk_complete),Send sample to UPenn (caup_upenn)
3180,CA00003180,0,Qiagen,1XTE,CAST00000034,cold room drawer 20,H01,10,50,,0,,,H01,,,,,,0,0
3181,CA00003181,,Qiagen,1XTE,CAST00000034,cold room drawer 20,H02,10,50,,0,,,H02,,,,,,0,0
3182,CA00003182,,Qiagen,1XTE,CAST00000034,cold room drawer 20,H03,10,50,,0,,,H03,,,,,,0,0
3183,CA00003183,,Qiagen,1XTE,CAST00000034,cold room drawer 20,H04,10,50,,0,,,H04,,,,,,0,0
3184,CA00003184,,Qiagen,1XTE,CAST00000034,cold room drawer 20,H05,10,50,,0,,,H05,,,,,,0,0
3185,CA00003185,,Qiagen,1XTE,CAST00000034,cold room drawer 20,H06,10,50,,0,,,H06,,,,,,0,0
3186,CA00003186,,Qiagen,1XTE,CAST00000034,cold room drawer 20,H07,10,50,,0,,,H07,,,,,,0,0
3187,CA00003187,,Qiagen,1XTE,CAST00000034,cold room drawer 20,H08,10,50,,0,,,H08,,,,,,0,0
3188,CA00003188,,Qiagen,1XTE,CAST00000034,cold room drawer 20,H09,10,50,,0,,,H09,,,,,,0,0
3189,CA00003189,,Qiagen,1XTE,CAST00000034,cold room drawer 20,H10,10,50,,0,,,H10,,,,,,0,0
3190,CA00003190,,Qiagen,1XTE,CAST00000034,cold room drawer 20,H11,10,50,,0,,,H11,,,,,,0,0
3191,CA00003191,0,Qiagen,1XTE,CAST00000035,cold room drawer 20,A01,10,50,,0,,,A01,,,,,,0,0
3192,CA00003192,,Qiagen,1XTE,CAST00000035,cold room drawer 20,A02,10,50,,0,,,A02,,,,,,0,0
3193,CA00003193,,Qiagen,1XTE,CAST00000035,cold room drawer 20,A03,10,50,,0,,,A03,,,,,,0,0
3194,CA00003194,,Qiagen,1XTE,CAST00000035,cold room drawer 20,A04,10,50,,0,,,A04,,,,,,0,0
3195,CA00003195,,Qiagen,1XTE,CAST00000035,cold room drawer 20,A05,10,50,,0,,,A05,,,,,,0,0
3196,CA00003196,,Qiagen,1XTE,CAST00000035,cold room drawer 20,A06,10,50,,0,,,A06,,,,,,0,0
3197,CA00003197,,Qiagen,1XTE,CAST00000035,cold room drawer 20,A07,10,50,,0,,,A07,,,,,,0,0
3198,CA00003198,,Qiagen,1XTE,CAST00000035,cold room drawer 20,A08,10,50,,0,,,A08,,,,,,0,0
3199,CA00003199,,Qiagen,1XTE,CAST00000035,cold room drawer 20,A09,10,50,,0,,,A09,,,,,,0,0
3200,CA00003200,,Qiagen,1XTE,CAST00000035,cold room drawer 20,A10,10,50,,0,,,A10,,,,,,0,0
3201,CA00003201,,Qiagen,1XTE,CAST00000035,cold room drawer 20,A11,10,50,,0,,,A11,,,,,,0,0
3202,CA00003202,,Qiagen,1XTE,CAST00000035,cold room drawer 20,A12,10,50,,0,,,A12,,,,,,0,0
3203,CA00003203,0,Qiagen,1XTE,CAST00000035,cold room drawer 20,B01,10,50,,0,,,B01,,,,,,0,0
3204,CA00003204,,Qiagen,1XTE,CAST00000035,cold room drawer 20,B02,10,50,,0,,,B02,,,,,,0,0
3205,CA00003205,,Qiagen,1XTE,CAST00000035,cold room drawer 20,B03,10,50,,0,,,B03,,,,,,0,0
3206,CA00003206,,Qiagen,1XTE,CAST00000035,cold room drawer 20,B04,10,50,,0,,,B04,,,,,,0,0
3207,CA00003207,,Qiagen,1XTE,CAST00000035,cold room drawer 20,B05,10,50,,0,,,B05,,,,,,0,0
3208,CA00003208,,Qiagen,1XTE,CAST00000035,cold room drawer 20,B06,10,50,,0,,,B06,,,,,,0,0
3209,CA00003209,,Qiagen,1XTE,CAST00000035,cold room drawer 20,B07,10,50,,0,,,B07,,,,,,0,0
3210,CA00003210,,Qiagen,1XTE,CAST00000035,cold room drawer 20,B08,10,50,,0,,,B08,,,,,,0,0
3211,CA00003211,,Qiagen,1XTE,CAST00000035,cold room drawer 20,B09,10,50,,0,,,B09,,,,,,0,0
3212,CA00003212,,Qiagen,1XTE,CAST00000035,cold room drawer 20,B10,10,50,,0,,,B10,,,,,,0,0
3213,CA00003213,,Qiagen,1XTE,CAST00000035,cold room drawer 20,B11,10,50,,0,,,B11,,,,,,0,0
3214,CA00003214,,Qiagen,1XTE,CAST00000035,cold room drawer 20,B12,10,50,,0,,,B12,,,,,,0,0
3215,CA00003215,0,Qiagen,1XTE,CAST00000035,cold room drawer 20,C01,10,50,,0,,,C01,,,,,,0,0
3216,CA00003216,,Qiagen,1XTE,CAST00000035,cold room drawer 20,C02,10,50,,0,,,C02,,,,,,0,0
3217,CA00003217,,Qiagen,1XTE,CAST00000035,cold room drawer 20,C03,10,50,,0,,,C03,,,,,,0,0
3218,CA00003218,,Qiagen,1XTE,CAST00000035,cold room drawer 20,C04,10,50,,0,,,C04,,,,,,0,0
3219,CA00003219,,Qiagen,1XTE,CAST00000035,cold room drawer 20,C05,10,50,,0,,,C05,,,,,,0,0
3220,CA00003220,,Qiagen,1XTE,CAST00000035,cold room drawer 20,C06,10,50,,0,,,C06,,,,,,0,0
3221,CA00003221,,Qiagen,1XTE,CAST00000035,cold room drawer 20,C07,10,50,,0,,,C07,,,,,,0,0
3222,CA00003222,,Qiagen,1XTE,CAST00000035,cold room drawer 20,C08,10,50,,0,,,C08,,,,,,0,0
3223,CA00003223,,Qiagen,1XTE,CAST00000035,cold room drawer 20,C09,10,50,,0,,,C09,,,,,,0,0
3224,CA00003224,,Qiagen,1XTE,CAST00000035,cold room drawer 20,C10,10,50,,0,,,C10,,,,,,0,0
3225,CA00003225,,Qiagen,1XTE,CAST00000035,cold room drawer 20,C11,10,50,,0,,,C11,,,,,,0,0
3226,CA00003226,,Qiagen,1XTE,CAST00000035,cold room drawer 20,C12,10,50,,0,,,C12,,,,,,0,0
3227,CA00003227,0,Qiagen,1XTE,CAST00000035,cold room drawer 20,D01,10,50,,0,,,D01,,,,,,0,0
3228,CA00003228,,Qiagen,1XTE,CAST00000035,cold room drawer 20,D02,10,50,,0,,,D02,,,,,,0,0
3229,CA00003229,,Qiagen,1XTE,CAST00000035,cold room drawer 20,D03,10,50,,0,,,D03,,,,,,0,0
3230,CA00003230,,Qiagen,1XTE,CAST00000035,cold room drawer 20,D04,10,50,,0,,,D04,,,,,,0,0
3231,CA00003231,,Qiagen,1XTE,CAST00000035,cold room drawer 20,D05,10,50,,0,,,D05,,,,,,0,0
3232,CA00003232,,Qiagen,1XTE,CAST00000035,cold room drawer 20,D06,10,50,,0,,,D06,,,,,,0,0
3233,CA00003233,,Qiagen,1XTE,CAST00000035,cold room drawer 20,D07,10,50,,0,,,D07,,,,,,0,0
3234,CA00003234,,Qiagen,1XTE,CAST00000035,cold room drawer 20,D08,10,50,,0,,,D08,,,,,,0,0
3235,CA00003235,,Qiagen,1XTE,CAST00000035,cold room drawer 20,D09,10,50,,0,,,D09,,,,,,0,0
3236,CA00003236,,Qiagen,1XTE,CAST00000035,cold room drawer 20,D10,10,50,,0,,,D10,,,,,,0,0
3237,CA00003237,,Qiagen,1XTE,CAST00000035,cold room drawer 20,D11,10,50,,0,,,D11,,,,,,0,0
3238,CA00003238,,Qiagen,1XTE,CAST00000035,cold room drawer 20,D12,10,50,,0,,,D12,,,,,,0,0
3239,CA00003239,0,Qiagen,1XTE,CAST00000035,cold room drawer 20,E01,10,50,,0,,,E01,,,,,,0,0
3240,CA00003240,,Qiagen,1XTE,CAST00000035,cold room drawer 20,E02,10,50,,0,,,E02,,,,,,0,0
3241,CA00003241,,Qiagen,1XTE,CAST00000035,cold room drawer 20,E03,10,50,,0,,,E03,,,,,,0,0
3242,CA00003242,,Qiagen,1XTE,CAST00000035,cold room drawer 20,E04,10,50,,0,,,E04,,,,,,0,0
3243,CA00003243,,Qiagen,1XTE,CAST00000035,cold room drawer 20,E05,10,50,,0,,,E05,,,,,,0,0
3244,CA00003244,,Qiagen,1XTE,CAST00000035,cold room drawer 20,E06,10,50,,0,,,E06,,,,,,0,0
3245,CA00003245,,Qiagen,1XTE,CAST00000035,cold room drawer 20,E07,10,50,,0,,,E07,,,,,,0,0
3246,CA00003246,,Qiagen,1XTE,CAST00000035,cold room drawer 20,E08,10,50,,0,,,E08,,,,,,0,0
3247,CA00003247,,Qiagen,1XTE,CAST00000035,cold room drawer 20,E09,10,50,,0,,,E09,,,,,,0,0
3248,CA00003248,,Qiagen,1XTE,CAST00000035,cold room drawer 20,E10,10,50,,0,,,E10,,,,,,0,0
3249,CA00003249,,Qiagen,1XTE,CAST00000035,cold room drawer 20,E11,10,50,,0,,,E11,,,,,,0,0
3250,CA00003250,,Qiagen,1XTE,CAST00000035,cold room drawer 20,E12,10,50,,0,,,E12,,,,,,0,0
3251,CA00003251,0,Qiagen,1XTE,CAST00000035,cold room drawer 20,F01,10,50,,0,,,F01,,,,,,0,0
3252,CA00003252,,Qiagen,1XTE,CAST00000035,cold room drawer 20,F02,10,50,,0,,,F02,,,,,,0,0
3253,CA00003253,,Qiagen,1XTE,CAST00000035,cold room drawer 20,F03,10,50,,0,,,F03,,,,,,0,0
3254,CA00003254,,Qiagen,1XTE,CAST00000035,cold room drawer 20,F04,10,50,,0,,,F04,,,,,,0,0
3255,CA00003255,,Qiagen,1XTE,CAST00000035,cold room drawer 20,F05,10,50,,0,,,F05,,,,,,0,0
3256,CA00003256,,Qiagen,1XTE,CAST00000035,cold room drawer 20,F06,10,50,,0,,,F06,,,,,,0,0
3257,CA00003257,,Qiagen,1XTE,CAST00000035,cold room drawer 20,F07,10,50,,0,,,F07,,,,,,0,0
3258,CA00003258,,Qiagen,1XTE,CAST00000035,cold room drawer 20,F08,10,50,,0,,,F08,,,,,,0,0
3259,CA00003259,,Qiagen,1XTE,CAST00000035,cold room drawer 20,F09,10,50,,0,,,F09,,,,,,0,0
3260,CA00003260,,Qiagen,1XTE,CAST00000035,cold room drawer 20,F10,10,50,,0,,,F10,,,,,,0,0
3261,CA00003261,,Qiagen,1XTE,CAST00000035,cold room drawer 20,F11,10,50,,0,,,F11,,,,,,0,0
3262,CA00003262,,Qiagen,1XTE,CAST00000035,cold room drawer 20,F12,10,50,,0,,,F12,,,,,,0,0
3263,CA00003263,0,Qiagen,1XTE,CAST00000035,cold room drawer 20,G01,10,50,,0,,,G01,,,,,,0,0
3264,CA00003264,,Qiagen,1XTE,CAST00000035,cold room drawer 20,G02,10,50,,0,,,G02,,,,,,0,0
3265,CA00003265,,Qiagen,1XTE,CAST00000035,cold room drawer 20,G03,10,50,,0,,,G03,,,,,,0,0
3266,CA00003266,,Qiagen,1XTE,CAST00000035,cold room drawer 20,G04,10,50,,0,,,G04,,,,,,0,0
3267,CA00003267,,Qiagen,1XTE,CAST00000035,cold room drawer 20,G05,10,50,,0,,,G05,,,,,,0,0
3268,CA00003268,,Qiagen,1XTE,CAST00000035,cold room drawer 20,G06,10,50,,0,,,G06,,,,,,0,0
3269,CA00003269,,Qiagen,1XTE,CAST00000035,cold room drawer 20,G07,10,50,,0,,,G07,,,,,,0,0
3270,CA00003270,,Qiagen,1XTE,CAST00000035,cold room drawer 20,G08,10,50,,0,,,G08,,,,,,0,0
3271,CA00003271,,Qiagen,1XTE,CAST00000035,cold room drawer 20,G09,10,50,,0,,,G09,,,,,,0,0
3272,CA00003272,,Qiagen,1XTE,CAST00000035,cold room drawer 20,G10,10,50,,0,,,G10,,,,,,0,0
3273,CA00003273,,Qiagen,1XTE,CAST00000035,cold room drawer 20,G11,10,50,,0,,,G11,,,,,,0,0
3274,CA00003274,,Qiagen,1XTE,CAST00000035,cold room drawer 20,G12,10,50,,0,,,G12,,,,,,0,0
3275,CA00003275,0,Qiagen,1XTE,CAST00000035,cold room drawer 20,H01,10,50,,0,,,H01,,,,,,0,0
3276,CA00003276,,Qiagen,1XTE,CAST00000035,cold room drawer 20,H02,10,50,,0,,,H02,,,,,,0,0
3277,CA00003277,,Qiagen,1XTE,CAST00000035,cold room drawer 20,H03,10,50,,0,,,H03,,,,,,0,0
3278,CA00003278,,Qiagen,1XTE,CAST00000035,cold room drawer 20,H04,10,50,,0,,,H04,,,,,,0,0
3279,CA00003279,,Qiagen,1XTE,CAST00000035,cold room drawer 20,H05,10,50,,0,,,H05,,,,,,0,0
3280,CA00003280,,Qiagen,1XTE,CAST00000035,cold room drawer 20,H06,10,50,,0,,,H06,,,,,,0,0
3281,CA00003281,,Qiagen,1XTE,CAST00000035,cold room drawer 20,H07,10,50,,0,,,H07,,,,,,0,0
3282,CA00003282,,Qiagen,1XTE,CAST00000035,cold room drawer 20,H08,10,50,,0,,,H08,,,,,,0,0
3283,CA00003283,,Qiagen,1XTE,CAST00000035,cold room drawer 20,H09,10,50,,0,,,H09,,,,,,0,0
3284,CA00003284,,Qiagen,1XTE,CAST00000035,cold room drawer 20,H10,10,50,,0,,,H10,,,,,,0,0
3285,CA00003285,,Qiagen,1XTE,CAST00000035,cold room drawer 20,H11,10,50,,0,,,H11,,,,,,0,0
3286,CA00003286,0,Qiagen,1XTE,CAST00000036,cold room drawer 20,A01,10,50,,0,,,A01,,,,,,0,0
3287,CA00003287,,Qiagen,1XTE,CAST00000036,cold room drawer 20,A02,10,50,,0,,,A02,,,,,,0,0
3288,CA00003288,,Qiagen,1XTE,CAST00000036,cold room drawer 20,A03,10,50,,0,,,A03,,,,,,0,0
3289,CA00003289,,Qiagen,1XTE,CAST00000036,cold room drawer 20,A04,10,50,,0,,,A04,,,,,,0,0
3290,CA00003290,,Qiagen,1XTE,CAST00000036,cold room drawer 20,A05,10,50,,0,,,A05,,,,,,0,0
3291,CA00003291,,Qiagen,1XTE,CAST00000036,cold room drawer 20,A06,10,50,,0,,,A06,,,,,,0,0
3292,CA00003292,,Qiagen,1XTE,CAST00000036,cold room drawer 20,A07,10,50,,0,,,A07,,,,,,0,0
3293,CA00003293,,Qiagen,1XTE,CAST00000036,cold room drawer 20,A08,10,50,,0,,,A08,,,,,,0,0
3294,CA00003294,,Qiagen,1XTE,CAST00000036,cold room drawer 20,A09,10,50,,0,,,A09,,,,,,0,0
3295,CA00003295,,Qiagen,1XTE,CAST00000036,cold room drawer 20,A10,10,50,,0,,,A10,,,,,,0,0
3296,CA00003296,,Qiagen,1XTE,CAST00000036,cold room drawer 20,A11,10,50,,0,,,A11,,,,,,0,0
3297,CA00003297,,Qiagen,1XTE,CAST00000036,cold room drawer 20,A12,10,50,,0,,,A12,,,,,,0,0
3298,CA00003298,0,Qiagen,1XTE,CAST00000036,cold room drawer 20,B01,10,50,,0,,,B01,,,,,,0,0
3299,CA00003299,,Qiagen,1XTE,CAST00000036,cold room drawer 20,B02,10,50,,0,,,B02,,,,,,0,0
3300,CA00003300,,Qiagen,1XTE,CAST00000036,cold room drawer 20,B03,10,50,,0,,,B03,,,,,,0,0
3301,CA00003301,,Qiagen,1XTE,CAST00000036,cold room drawer 20,B04,10,50,,0,,,B04,,,,,,0,0
3302,CA00003302,,Qiagen,1XTE,CAST00000036,cold room drawer 20,B05,10,50,,0,,,B05,,,,,,0,0
3303,CA00003303,,Qiagen,1XTE,CAST00000036,cold room drawer 20,B06,10,50,,0,,,B06,,,,,,0,0
3304,CA00003304,,Qiagen,1XTE,CAST00000036,cold room drawer 20,B07,10,50,,0,,,B07,,,,,,0,0
3305,CA00003305,,Qiagen,1XTE,CAST00000036,cold room drawer 20,B08,10,50,,0,,,B08,,,,,,0,0
3306,CA00003306,,Qiagen,1XTE,CAST00000036,cold room drawer 20,B09,10,50,,0,,,B09,,,,,,0,0
3307,CA00003307,,Qiagen,1XTE,CAST00000036,cold room drawer 20,B10,10,50,,0,,,B10,,,,,,0,0
3308,CA00003308,,Qiagen,1XTE,CAST00000036,cold room drawer 20,B11,10,50,,0,,,B11,,,,,,0,0
3309,CA00003309,,Qiagen,1XTE,CAST00000036,cold room drawer 20,B12,10,50,,0,,,B12,,,,,,0,0
3310,CA00003310,0,Qiagen,1XTE,CAST00000036,cold room drawer 20,C01,10,50,,0,,,C01,,,,,,0,0
3311,CA00003311,,Qiagen,1XTE,CAST00000036,cold room drawer 20,C02,10,50,,0,,,C02,,,,,,0,0
3312,CA00003312,,Qiagen,1XTE,CAST00000036,cold room drawer 20,C03,10,50,,0,,,C03,,,,,,0,0
3313,CA00003313,,Qiagen,1XTE,CAST00000036,cold room drawer 20,C04,10,50,,0,,,C04,,,,,,0,0
3314,CA00003314,,Qiagen,1XTE,CAST00000036,cold room drawer 20,C05,10,50,,0,,,C05,,,,,,0,0
3315,CA00003315,,Qiagen,1XTE,CAST00000036,cold room drawer 20,C06,10,50,,0,,,C06,,,,,,0,0
3316,CA00003316,,Qiagen,1XTE,CAST00000036,cold room drawer 20,C07,10,50,,0,,,C07,,,,,,0,0
3317,CA00003317,,Qiagen,1XTE,CAST00000036,cold room drawer 20,C08,10,50,,0,,,C08,,,,,,0,0
3318,CA00003318,,Qiagen,1XTE,CAST00000036,cold room drawer 20,C09,10,50,,0,,,C09,,,,,,0,0
3319,CA00003319,,Qiagen,1XTE,CAST00000036,cold room drawer 20,C10,10,50,,0,,,C10,,,,,,0,0
3320,CA00003320,,Qiagen,1XTE,CAST00000036,cold room drawer 20,C11,10,50,,0,,,C11,,,,,,0,0
3321,CA00003321,,Qiagen,1XTE,CAST00000036,cold room drawer 20,C12,10,50,,0,,,C12,,,,,,0,0
3322,CA00003322,0,Qiagen,1XTE,CAST00000036,cold room drawer 20,D01,10,50,,0,,,D01,,,,,,0,0
3323,CA00003323,,Qiagen,1XTE,CAST00000036,cold room drawer 20,D02,10,50,,0,,,D02,,,,,,0,0
3324,CA00003324,,Qiagen,1XTE,CAST00000036,cold room drawer 20,D03,10,50,,0,,,D03,,,,,,0,0
3325,CA00003325,,Qiagen,1XTE,CAST00000036,cold room drawer 20,D04,10,50,,0,,,D04,,,,,,0,0
3326,CA00003326,,Qiagen,1XTE,CAST00000036,cold room drawer 20,D05,10,50,,0,,,D05,,,,,,0,0
3327,CA00003327,,Qiagen,1XTE,CAST00000036,cold room drawer 20,D06,10,50,,0,,,D06,,,,,,0,0
3328,CA00003328,,Qiagen,1XTE,CAST00000036,cold room drawer 20,D07,10,50,,0,,,D07,,,,,,0,0
3329,CA00003329,,Qiagen,1XTE,CAST00000036,cold room drawer 20,D08,10,50,,0,,,D08,,,,,,0,0
3330,CA00003330,,Qiagen,1XTE,CAST00000036,cold room drawer 20,D09,10,50,,0,,,D09,,,,,,0,0
3331,CA00003331,,Qiagen,1XTE,CAST00000036,cold room drawer 20,D10,10,50,,0,,,D10,,,,,,0,0
3332,CA00003332,,Qiagen,1XTE,CAST00000036,cold room drawer 20,D11,10,50,,0,,,D11,,,,,,0,0
3333,CA00003333,,Qiagen,1XTE,CAST00000036,cold room drawer 20,D12,10,50,,0,,,D12,,,,,,0,0
3334,CA00003334,0,Qiagen,1XTE,CAST00000036,cold room drawer 20,E01,10,50,,0,,,E01,,,,,,0,0
3335,CA00003335,,Qiagen,1XTE,CAST00000036,cold room drawer 20,E02,10,50,,0,,,E02,,,,,,0,0
3336,CA00003336,,Qiagen,1XTE,CAST00000036,cold room drawer 20,E03,10,50,,0,,,E03,,,,,,0,0
3337,CA00003337,,Qiagen,1XTE,CAST00000036,cold room drawer 20,E04,10,50,,0,,,E04,,,,,,0,0
3338,CA00003338,,Qiagen,1XTE,CAST00000036,cold room drawer 20,E05,10,50,,0,,,E05,,,,,,0,0
3339,CA00003339,,Qiagen,1XTE,CAST00000036,cold room drawer 20,E06,10,50,,0,,,E06,,,,,,0,0
3340,CA00003340,,Qiagen,1XTE,CAST00000036,cold room drawer 20,E07,10,50,,0,,,E07,,,,,,0,0
3341,CA00003341,,Qiagen,1XTE,CAST00000036,cold room drawer 20,E08,10,50,,0,,,E08,,,,,,0,0
3342,CA00003342,,Qiagen,1XTE,CAST00000036,cold room drawer 20,E09,10,50,,0,,,E09,,,,,,0,0
3343,CA00003343,,Qiagen,1XTE,CAST00000036,cold room drawer 20,E10,10,50,,0,,,E10,,,,,,0,0
3344,CA00003344,,Qiagen,1XTE,CAST00000036,cold room drawer 20,E11,10,50,,0,,,E11,,,,,,0,0
3345,CA00003345,,Qiagen,1XTE,CAST00000036,cold room drawer 20,E12,10,50,,0,,,E12,,,,,,0,0
3346,CA00003346,0,Qiagen,1XTE,CAST00000036,cold room drawer 20,F01,10,50,,0,,,F01,,,,,,0,0
3347,CA00003347,,Qiagen,1XTE,CAST00000036,cold room drawer 20,F02,10,50,,0,,,F02,,,,,,0,0
3348,CA00003348,,Qiagen,1XTE,CAST00000036,cold room drawer 20,F03,10,50,,0,,,F03,,,,,,0,0
3349,CA00003349,,Qiagen,1XTE,CAST00000036,cold room drawer 20,F04,10,50,,0,,,F04,,,,,,0,0
3350,CA00003350,,Qiagen,1XTE,CAST00000036,cold room drawer 20,F05,10,50,,0,,,F05,,,,,,0,0
3351,CA00003351,,Qiagen,1XTE,CAST00000036,cold room drawer 20,F06,10,50,,0,,,F06,,,,,,0,0
3352,CA00003352,,Qiagen,1XTE,CAST00000036,cold room drawer 20,F07,10,50,,0,,,F07,,,,,,0,0
3353,CA00003353,,Qiagen,1XTE,CAST00000036,cold room drawer 20,F08,10,50,,0,,,F08,,,,,,0,0
3354,CA00003354,,Qiagen,1XTE,CAST00000036,cold room drawer 20,F09,10,50,,0,,,F09,,,,,,0,0
3355,CA00003355,,Qiagen,1XTE,CAST00000036,cold room drawer 20,F10,10,50,,0,,,F10,,,,,,0,0
3356,CA00003356,,Qiagen,1XTE,CAST00000036,cold room drawer 20,F11,10,50,,0,,,F11,,,,,,0,0
3357,CA00003357,,Qiagen,1XTE,CAST00000036,cold room drawer 20,F12,10,50,,0,,,F12,,,,,,0,0
3358,CA00003358,0,Qiagen,1XTE,CAST00000036,cold room drawer 20,G01,10,50,,0,,,G01,,,,,,0,0
3359,CA00003359,,Qiagen,1XTE,CAST00000036,cold room drawer 20,G02,10,50,,0,,,G02,,,,,,0,0
3360,CA00003360,,Qiagen,1XTE,CAST00000036,cold room drawer 20,G03,10,50,,0,,,G03,,,,,,0,0
3361,CA00003361,,Qiagen,1XTE,CAST00000036,cold room drawer 20,G04,10,50,,0,,,G04,,,,,,0,0
3362,CA00003362,,Qiagen,1XTE,CAST00000036,cold room drawer 20,G05,10,50,,0,,,G05,,,,,,0,0
3363,CA00003363,,Qiagen,1XTE,CAST00000036,cold room drawer 20,G06,10,50,,0,,,G06,,,,,,0,0
3364,CA00003364,,Qiagen,1XTE,CAST00000036,cold room drawer 20,G07,10,50,,0,,,G07,,,,,,0,0
3365,CA00003365,,Qiagen,1XTE,CAST00000036,cold room drawer 20,G08,10,50,,0,,,G08,,,,,,0,0
3366,CA00003366,,Qiagen,1XTE,CAST00000036,cold room drawer 20,G09,10,50,,0,,,G09,,,,,,0,0
3367,CA00003367,,Qiagen,1XTE,CAST00000036,cold room drawer 20,G10,10,50,,0,,,G10,,,,,,0,0
3368,CA00003368,,Qiagen,1XTE,CAST00000036,cold room drawer 20,G11,10,50,,0,,,G11,,,,,,0,0
3369,CA00003369,,Qiagen,1XTE,CAST00000036,cold room drawer 20,G12,10,50,,0,,,G12,,,,,,0,0
3370,CA00003370,0,Qiagen,1XTE,CAST00000036,cold room drawer 20,H01,10,50,,0,,,H01,,,,,,0,0
3371,CA00003371,,Qiagen,1XTE,CAST00000036,cold room drawer 20,H02,10,50,,0,,,H02,,,,,,0,0
3372,CA00003372,,Qiagen,1XTE,CAST00000036,cold room drawer 20,H03,10,50,,0,,,H03,,,,,,0,0
3373,CA00003373,,Qiagen,1XTE,CAST00000036,cold room drawer 20,H04,10,50,,0,,,H04,,,,,,0,0
3374,CA00003374,,Qiagen,1XTE,CAST00000036,cold room drawer 20,H05,10,50,,0,,,H05,,,,,,0,0
3375,CA00003375,,Qiagen,1XTE,CAST00000036,cold room drawer 20,H06,10,50,,0,,,H06,,,,,,0,0
3376,CA00003376,,Qiagen,1XTE,CAST00000036,cold room drawer 20,H07,10,50,,0,,,H07,,,,,,0,0
3377,CA00003377,,Qiagen,1XTE,CAST00000036,cold room drawer 20,H08,10,50,,0,,,H08,,,,,,0,0
3378,CA00003378,,Qiagen,1XTE,CAST00000036,cold room drawer 20,H09,10,50,,0,,,H09,,,,,,0,0
3379,CA00003379,,Qiagen,1XTE,CAST00000036,cold room drawer 20,H10,10,50,,0,,,H10,,,,,,0,0
3380,CA00003380,,Qiagen,1XTE,CAST00000036,cold room drawer 20,H11,10,50,,0,,,H11,,,,,,0,0
3381,CA00003381,0,Qiagen,1XTE,CAST00000037,cold room drawer 20,A01,10,50,,0,,,A01,,,,,,0,0
3382,CA00003382,,Qiagen,1XTE,CAST00000037,cold room drawer 20,A02,10,50,,0,,,A02,,,,,,0,0
3383,CA00003383,,Qiagen,1XTE,CAST00000037,cold room drawer 20,A03,10,50,,0,,,A03,,,,,,0,0
3384,CA00003384,,Qiagen,1XTE,CAST00000037,cold room drawer 20,A04,10,50,,0,,,A04,,,,,,0,0
3385,CA00003385,,Qiagen,1XTE,CAST00000037,cold room drawer 20,A05,10,50,,0,,,A05,,,,,,0,0
3386,CA00003386,,Qiagen,1XTE,CAST00000037,cold room drawer 20,A06,10,50,,0,,,A06,,,,,,0,0
3387,CA00003387,,Qiagen,1XTE,CAST00000037,cold room drawer 20,A07,10,50,,0,,,A07,,,,,,0,0
3388,CA00003388,,Qiagen,1XTE,CAST00000037,cold room drawer 20,A08,10,50,,0,,,A08,,,,,,0,0
3389,CA00003389,,Qiagen,1XTE,CAST00000037,cold room drawer 20,A09,10,50,,0,,,A09,,,,,,0,0
3390,CA00003390,,Qiagen,1XTE,CAST00000037,cold room drawer 20,A10,10,50,,0,,,A10,,,,,,0,0
3391,CA00003391,,Qiagen,1XTE,CAST00000037,cold room drawer 20,A11,10,50,,0,,,A11,,,,,,0,0
3392,CA00003392,,Qiagen,1XTE,CAST00000037,cold room drawer 20,A12,10,50,,0,,,A12,,,,,,0,0
3393,CA00003393,0,Qiagen,1XTE,CAST00000037,cold room drawer 20,B01,10,50,,0,,,B01,,,,,,0,0
3394,CA00003394,,Qiagen,1XTE,CAST00000037,cold room drawer 20,B02,10,50,,0,,,B02,,,,,,0,0
3395,CA00003395,,Qiagen,1XTE,CAST00000037,cold room drawer 20,B03,10,50,,0,,,B03,,,,,,0,0
3396,CA00003396,,Qiagen,1XTE,CAST00000037,cold room drawer 20,B04,10,50,,0,,,B04,,,,,,0,0
3397,CA00003397,,Qiagen,1XTE,CAST00000037,cold room drawer 20,B05,10,50,,0,,,B05,,,,,,0,0
3398,CA00003398,,Qiagen,1XTE,CAST00000037,cold room drawer 20,B06,10,50,,0,,,B06,,,,,,0,0
3399,CA00003399,,Qiagen,1XTE,CAST00000037,cold room drawer 20,B07,10,50,,0,,,B07,,,,,,0,0
3400,CA00003400,,Qiagen,1XTE,CAST00000037,cold room drawer 20,B08,10,50,,0,,,B08,,,,,,0,0
